"","partner.in.agreement","Scientific.name","Common.name","agreement.number","Programatic..Y.N.","type.of.partners","doc.link","notes.on.actions.taken..from.notes.tab.","Don.t.know.how.to.categorize.action...dump.text.here","X1..Land.Water.Management","X2..Species.Management","X3..Awareness.raising","X4..law.enforcement.and.prosecution","X5..livelihood..economic.and.moral.incentrives","X6..Conservation.Design.and.Planning","X7..Legal.and.Policy.frameworks","X8..Research.and.monitoring","X9..Education.and.Training","X10..Institutional.Development","funding"
"15","USFWS","Cimicifuga arizonica","ARIZONA BUGBANE","doc 1 conservation agreement","N","S","https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/AZBugbane/azbugbanefnl.pdf"," ","","0","0","0","0","0","0","1","0","1","0","0"
"18","USFWS","Lupinus aridus ssp. ashlandensis","ASHLAND LUPINE","doc 1 conservation agreement","N","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_304.pdf"," ","","0","0","0","0","0","0","0","1","0","1","1"
"26","USFWS","Phacelia stellaris","BRAND'S PHACELIA","doc 1 CCA ","N","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1043.pdf","no actions listed","","0","0","0","0","0","0","0","0","0","0","0"
"30","USFWS","Fallicambarus gordoni","CAMP SHELBY BURROWING CRAYFISH","doc 1 CCA","N","S","https://www.fws.gov/mississippies/_pdf/5_CSBC_final_CCA_with_signatures.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"33","USFWS","Castilleja christii","CHRISTÕS PAINTBRUSH","doc 1 CCA","N","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_358.pdf"," ","","1","1","1","0","0","1","1","1","1","1","0"
"42","USFWS","Cicindela albissima","CORAL PINK SAND DUNES TIGER BEETLE","doc 1 conservation agreement and strategy ","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"53","USFWS","Sceloporus arenicolus","DUNES SAGEBRUSH LIZARD","doc 1 a CCA","","S","https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"59","USFWS","Sceloporus arenicolus","DUNES SAGEBRUSH LIZARD","doc 1 b CCAA","Y","S","https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf"," ","","0","0","0","0","0","0","1","0","0","1","1"
"66","USFWS","Oncorhynchus mykiss aquilarum","EAGLE LAKE TROUT ","doc 1A Lassen County ","","S","https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"76","USFWS","Phrynosoma mcallii","FLAT-TAILED HORNED LIZARD","doc 1 ","","S","https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"91","USFWS","Dalea tentaculoides","GENTRY'S INDIGOBUSH","","","G","https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/Gentry/Dalea%2012-month%20QnA.pdf","The Service will, hopefully, have the opportunity to work cooperatively with the Tohono O’odham Nation to census their populations and address livestock management concerns, if any.","","1","1","0","0","0","0","0","0","0","0","0"
"92","USFWS","Astragalus anserinus","GOOSE CREEK MILKVETCH","doc 1 ","","S","https://www.fws.gov/utahfieldoffice/Documents/Goosecreek_milkvetch/latestnewswebpageforgoosecreekmilkvetch/Goose%20Creek%20milkvetch%20Conservation%20Agreement.pdf","All conservation actions seem to be conducted and carried out by BLM - unclear what the role of FWS is","","0","0","0","0","0","0","0","0","0","0","1"
"95","USFWS","Pseudanophthalmus pholeter","GREATER ADAMS CAVE BEETLE","doc 1 ","","S","https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf"," ","","0","0","0","0","0","0","0","0","0","1","0"
"98","USFWS","Horkelia hendersonii","HENDERSON'S HORKELIA","doc 1","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_304.pdf"," ","","0","0","0","0","0","0","0","0","1","1","1"
"103","USFWS","Pediocactus paradinei","KAIBAB PLAINS CACTUS","doc 3","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1452.pdf"," ","","1","0","0","0","0","0","0","0","0","1","1"
"108","USFWS","Iotichthys phlegethontis","LEAST CHUB","doc 1","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf"," ","","0","0","0","0","0","0","1","0","0","1","1"
"113","USFWS","Pseudanophthalmus catorycetes","Lesser Adams cave bettle ","doc 1 ","","S","https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf"," ","","0","0","0","0","0","0","0","0","0","1","0"
"115","USFWS","Oncorhynchus mykiss ssp.","MCCLOUD RIVER REDBAND TROUT","doc 1 CCA","","S","https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"130","USFWS","Sylvilagus transitionalis","NEW ENGLAND COTTONTAIL","doc 2 CCAA NH","Y","S","https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_873.pdf"," ","","0","0","0","0","0","0","1","0","0","1","0"
"133","USFWS","Sylvilagus transitionalis","NEW ENGLAND COTTONTAIL","doc 3 CCAA ME","Y","S","https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_1275.pdf"," ","","0","0","0","0","0","0","1","0","0","1","0"
"137","USFWS","Pyrgulopsis morrisoni","PAGE SPRINGSNAIL","doc 1 CCAA","Y","S","https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/PageSpringsnail/Page%20springsnail%20CCAA_Final_Wsignature.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"140","USFWS","Lithobates onca","RELICT LEOPARD FROG","doc 1 CCAA","Y","S","https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf"," ","","0","0","0","0","1","0","1","0","0","1","1"
"146","USFWS","Oncorhynchus clarkii virginalis","RIO GRANDE CUTTHROAT TROUT","doc 1 CCAA","","S","https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf"," ","","1","0","0","0","0","0","0","0","0","1","0"
"150","USFWS","Euphydryas anicia cloudcrofti","SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY","doc 1 conservation plan ","N","G","https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf"," ","","0","1","0","0","0","0","0","1","0","0","1"
"163","USFWS","Potentilla basaltica","SOLDIER MEADOW CINQUEFOIL","doc 1","N","G","https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf","Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. "," ","0","1","0","0","0","0","0","0","0","0","0"
"167","USFWS","Urocitellus endemicus","SOUTHERN IDAHO GROUND SQUIRREL","doc 1 CCAA","Y","S","https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf"," ","","0","1","0","0","0","1","1","1","0","0","1"
"179","USFWS","Urocitellus washingtoni","WASHINGTON GROUND SQUIRREL","doc 1 Douglas County Multiple Species General Conservation Plan","Y","G","https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf"," ","","0","0","0","0","0","1","1","1","1","1","1"
"190","USFWS","Urocitellus washingtoni","WASHINGTON GROUND SQUIRREL","doc 2 Multi-Species Candidate Conservation Agreement with Assurances","N","S","https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_231.pdf"," ","","0","0","0","0","0","0","1","0","0","0","0"
"193","USFWS","Sonorella macrophallus","WET CANYON TALUSSNAIL","doc 1 Conservation Assessment and Strategy","N","","","","","0","0","0","0","0","0","0","0","0","0","0"
"203","USFWS","Aliciella caespitosa","WONDERLAND ALICE-FLOWER","doc 1 Conservation agreement","N","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_670.pdf"," ","","0","0","0","0","0","0","1","0","1","0","0"
"206","USFWS","Solidago plumosa","YADKIN RIVER GOLDENROD","doc 1 cca","N","P","https://www.fws.gov/asheville/pdfs/Yadkin-River-Goldenrod_CCA_07-12-2013.pdf"," ","","0","0","0","0","0","0","0","1","0","0","0"
"152","USFWS ","Moxostoma","SICKLEFIN REDHORSE","doc 1 CCA","N","","","could pick through for cooperation between partners","","0","1","0","0","0","0","0","0","0","0","1"
"41","USFWS, BLM","Cicindela albissima","CORAL PINK SAND DUNES TIGER BEETLE","doc 1 conservation agreement and strategy ","","M","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf"," ","","0","0","0","0","0","0","0","0","0","0","1"
"16","USFWS, BLM ","Cimicifuga arizonica","ARIZONA BUGBANE","doc 1 conservation agreement","N","M","https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/AZBugbane/azbugbanefnl.pdf"," ","","0","0","0","0","0","0","0","1","0","1","1"
"54","USFWS, BLM ","Sceloporus arenicolus","DUNES SAGEBRUSH LIZARD","doc 1 a CCA","","M","https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf"," ","","0","0","0","0","0","1","0","1","0","1","0"
"57","USFWS, BLM, New Mexico Department of Game and Fish","Sceloporus arenicolus","DUNES SAGEBRUSH LIZARD","doc 1 a CCA","","M","https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf"," ","","0","0","0","0","0","1","0","1","0","1","0"
"4","USFWS, BLM, USFS","Calochortus persistens","SISKIYOU MARIPOSA LILY","doc 1","N","M","https://www.fs.fed.us/r6/sfpnw/issssp/documents3/cag-vp-calochortus-persistens-2012.pdf"," ","","0","0","0","0","0","0","1","0","0","1","1"
"142","USFWS, Nevada Department of Wildlife","Lithobates onca","RELICT LEOPARD FROG","doc 1 CCAA"," ","M","https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf","May be other sections of text that suggest cooperative actions, even if not out right stated, worth bringing in?","","0","0","0","0","0","0","0","1","0","0","0"
"7","USFWS, USFS","Allium gooddingii","GOODING'S ONION","doc 1 CCA","N","M","https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/GooddingsOnion/gooddingsonionAgreemen.pdf"," ","","1","0","0","0","0","0","0","0","0","1","0"
"46","Utah Department of Parks and Recreation ","Cicindela albissima","CORAL PINK SAND DUNES TIGER BEETLE","doc 1 conservation agreement and strategy "," ","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf"," ","","0","0","0","0","0","0","0","0","0","0","0"
"104","Utah Division of Wildlife Resources ","Iotichthys phlegethontis","LEAST CHUB","doc 1","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf","Refers to strategy in some of party specific conservation actions, but don't know what part of strategy pertains to that particular partner, so for the two cases where this occurred left in section 1 land/water management. This also means that all the actions from the category probably haven't been accounted for","","0","0","0","1","0","0","0","1","0","1","0"
"107","Utah Reclamation Mitigation and Conservation Commission","Iotichthys phlegethontis","LEAST CHUB","doc 1","","S","https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf"," ","","1","1","0","0","0","1","0","0","0","1","0"
"62","Vauge/Unspecified cooperators: NRCS, New Mexico Department of Game and Fish","Sceloporus arenicolus","DUNES SAGEBRUSH LIZARD","doc 1 b CCAA","Y","????","https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf","Many agencies, institutions, and individuals are interested in participating in this effort. Many of these potential cooperators have expertise in these species, such as NMDGF, or in applying conservation practices, such as NRCS. Their participation, along with the participants in the Collaborative Conservation Strategies for the Lesser Prairie-Chicken and Sand Dune Lizard in New Mexico (LPC/SDL Working Group 2005) would be a benefit for developing conservation priorities and commitments on enrolled properties and evaluating the success of such practices. Therefore, their participation will go far towards ensuring the success of this CCAA."," ","0","0","0","0","0","0","0","0","0","0","0"
"143","Vermejo Park Ranch","Oncorhynchus clarkii virginalis","RIO GRANDE CUTTHROAT TROUT","doc 1 CCAA","?","P","https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf"," ","","1","1","0","0","0","0","0","0","0","1","0"
"147","Village of Cloudcroft","Euphydryas anicia cloudcrofti","SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY","doc 1 conservation plan ","N","G","https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf","Have dollar amounts for funding from each and what this is being spent on "," ","1","0","0","0","0","0","0","0","1","1","1"
"181","Washington State Department of Fish and Wildlife","Urocitellus washingtoni","WASHINGTON GROUND SQUIRREL","doc 1 Douglas County Multiple Species General Conservation Plan","Y","G","https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf"," ","","1","0","1","0","0","1","1","1","1","1","1"
"184","Washington State Department of Natural Resources","Urocitellus washingtoni","WASHINGTON GROUND SQUIRREL","doc 1 Douglas County Multiple Species General Conservation Plan","Y","G","https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf"," ","","1","0","0","0","0","1","1","1","0","1","0"
